Amar_DN100023_c0_g1	Pele_DN144895_c2_g1
Amar_DN65771_c0_g1	Pdum_DN4771_c0_g1
Amar_DN65791_c0_g1	Pele_DN159930_c2_g2
Amar_DN65791_c0_g1	Pele_DN159930_c2_g3
Amar_DN65829_c0_g1	Pdum_DN267_c0_g1
Amar_DN65829_c0_g1	Pdum_DN267_c0_g1
Amar_DN65829_c0_g1	Pele_DN325214_c0_g1
Amar_DN65902_c0_g1	Pdum_DN211938_c0_g1
Amar_DN65902_c0_g1	Pele_DN144518_c1_g2
Amar_DN65906_c0_g1	Pele_DN159327_c0_g1
Amar_DN65925_c0_g1	Pele_DN150499_c0_g6
Amar_DN65934_c0_g1	Pele_DN156595_c5_g6
Amar_DN66_c0_g1	Pdum_DN8821_c0_g1
Amar_DN66001_c0_g1	Pele_DN160240_c1_g2
Amar_DN66014_c0_g1	Pele_DN159277_c2_g1
Amar_DN66050_c0_g1	Pele_DN157110_c5_g8
Amar_DN66065_c0_g1	Pele_DN156930_c0_g2
Amar_DN66065_c0_g1	Pele_DN156930_c0_g2
Amar_DN66120_c0_g1	Pdum_DN2311_c0_g1
Amar_DN66120_c0_g1	Pdum_DN2311_c0_g1
Amar_DN66132_c0_g1	Pele_DN155890_c1_g9
Amar_DN66133_c0_g1	Pdum_DN50417_c3_g1
Amar_DN66133_c0_g1	Pele_DN159559_c1_g3
Amar_DN66133_c0_g1	Pele_DN159559_c1_g3
Amar_DN66164_c0_g1	Pele_DN159453_c1_g2
Amar_DN66164_c0_g1	Pele_DN159453_c1_g2
Amar_DN66200_c0_g1	Pele_DN160631_c7_g11
Amar_DN66200_c0_g1	Pele_DN160631_c7_g11
Amar_DN66229_c0_g1	Pele_DN316066_c0_g1
Amar_DN66238_c0_g1	Pele_DN113948_c0_g2
Amar_DN66260_c0_g1	Pele_DN155443_c1_g1
Amar_DN66266_c0_g1	Pdum_DN191161_c0_g1
Amar_DN66266_c0_g1	Pele_DN157600_c2_g1
Amar_DN66339_c0_g1	Pele_DN241891_c0_g1
Amar_DN66365_c0_g1	Pele_DN136473_c1_g1
Amar_DN66367_c0_g1	Pele_DN102952_c0_g1
Amar_DN66393_c0_g1	Pele_DN204377_c0_g1
Amar_DN66400_c0_g1	Pele_DN160586_c6_g1
Amar_DN66432_c0_g1	Pele_DN154053_c1_g1
Amar_DN66432_c0_g1	Pele_DN154053_c1_g1
Amar_DN66432_c0_g1	Pele_DN154053_c1_g1
Amar_DN66432_c0_g1	Pele_DN154053_c1_g1
Amar_DN6645_c0_g1	Pele_DN156514_c3_g4
Amar_DN66462_c0_g1	Pele_DN140562_c1_g1
Amar_DN66494_c0_g1	Pdum_DN3935_c0_g1
Amar_DN66494_c0_g1	Pdum_DN3935_c0_g1
Amar_DN66502_c0_g1	Pele_DN150530_c1_g1
Amar_DN66524_c0_g1	Pdum_DN268410_c0_g1
Amar_DN66540_c0_g1	Pele_DN149347_c3_g1
Amar_DN66544_c0_g1	Pdum_DN4573_c0_g1
Amar_DN6655_c0_g1	Pdum_DN261660_c0_g1
Amar_DN6655_c0_g1	Pele_DN156472_c3_g1
Amar_DN66600_c0_g1	Pdum_DN213154_c0_g1
Amar_DN66600_c0_g1	Pele_DN159657_c3_g8
Amar_DN66600_c0_g1	Pele_DN159657_c3_g8
Amar_DN66634_c0_g1	Pele_DN154112_c1_g3
Amar_DN66642_c0_g1	Pele_DN156830_c2_g1
Amar_DN66642_c0_g1	Pele_DN156830_c2_g1
Amar_DN66665_c0_g1	Pdum_DN4319_c0_g1
Amar_DN66665_c0_g1	Pdum_DN4319_c0_g1
Amar_DN66724_c0_g1	Pdum_DN132917_c0_g1
Amar_DN66724_c0_g1	Pele_DN153553_c0_g1
Amar_DN66724_c0_g1	Pele_DN153553_c0_g1
Amar_DN66724_c0_g1	Pele_DN153553_c0_g1
Amar_DN66733_c0_g1	Pele_DN152632_c0_g1
Amar_DN66773_c0_g1	Pdum_DN67392_c0_g1
Amar_DN66773_c0_g1	Pele_DN144475_c1_g1
Amar_DN66805_c0_g1	Pdum_DN19207_c0_g1
Amar_DN66805_c0_g1	Pdum_DN19207_c0_g1
Amar_DN66805_c0_g1	Pele_DN206115_c0_g1
Amar_DN6685_c0_g1	Pdum_DN240394_c0_g1
Amar_DN6685_c0_g1	Pele_DN247855_c0_g1
Amar_DN66851_c0_g1	Pdum_DN11925_c0_g1
Amar_DN66867_c0_g1	Pele_DN141078_c3_g5
Amar_DN66867_c0_g1	Pele_DN141078_c3_g5
Amar_DN66867_c0_g1	Pele_DN141078_c3_g5
Amar_DN66875_c0_g1	Pele_DN146145_c3_g1
Amar_DN66884_c0_g1	Pele_DN149399_c0_g3
Amar_DN66884_c0_g1	Pele_DN149399_c0_g3
Amar_DN66909_c0_g1	Pele_DN157047_c1_g1
Amar_DN66941_c0_g1	Pdum_DN2240_c0_g1
Amar_DN66961_c0_g1	Pdum_DN448_c0_g1
Amar_DN66969_c0_g1	Pdum_DN1481_c0_g1
Amar_DN66969_c0_g1	Pdum_DN1481_c0_g1
Amar_DN66977_c0_g1	Pdum_DN7374_c0_g1
Amar_DN66996_c0_g1	Pdum_DN674_c0_g1
Amar_DN67007_c0_g1	Pdum_DN7774_c0_g1
Amar_DN67030_c0_g1	Pele_DN149975_c0_g6
Amar_DN67030_c0_g1	Pele_DN149975_c0_g6
Amar_DN67030_c0_g1	Pele_DN149975_c0_g6
Amar_DN67031_c0_g1	Pele_DN157882_c1_g6
Amar_DN67067_c0_g1	Pdum_DN1792_c0_g1
Amar_DN67067_c0_g1	Pdum_DN1792_c0_g1
Amar_DN67067_c0_g1	Pele_DN372038_c0_g1
Amar_DN67075_c0_g1	Pdum_DN205888_c0_g1
Amar_DN67076_c0_g1	Pdum_DN7177_c0_g1
Amar_DN67076_c0_g1	Pdum_DN7177_c0_g1
Amar_DN67095_c0_g1	Pele_DN158280_c1_g16
Amar_DN67101_c0_g1	Pdum_DN1946_c1_g1
Amar_DN67101_c0_g1	Pdum_DN1946_c1_g1
Amar_DN67162_c0_g1	Pele_DN154594_c1_g6
Amar_DN67162_c0_g1	Pele_DN154594_c1_g6
Amar_DN67189_c0_g1	Pdum_DN3451_c0_g2
Amar_DN67250_c0_g1	Pdum_DN1482_c0_g1
Amar_DN67324_c0_g1	Pdum_DN2074_c0_g1
Amar_DN67332_c0_g1	Pdum_DN6357_c0_g1
Amar_DN67333_c0_g1	Pdum_DN2953_c0_g1
Amar_DN67355_c0_g1	Pele_DN156412_c1_g1
Amar_DN67369_c0_g1	Pele_DN156301_c1_g1
Amar_DN6739_c0_g1	Pdum_DN243_c0_g1
Amar_DN6739_c0_g1	Pele_DN208820_c0_g1
Amar_DN67398_c0_g1	Pdum_DN2586_c0_g1
Amar_DN67419_c0_g1	Pele_DN158795_c0_g4
Amar_DN67419_c0_g1	Pele_DN158795_c0_g4
Amar_DN67419_c0_g1	Pele_DN158795_c0_g4
Amar_DN67488_c0_g1	Pele_DN156388_c2_g1
Amar_DN67509_c0_g1	Pdum_DN371_c0_g1
Amar_DN67509_c0_g1	Pdum_DN371_c0_g1
Amar_DN67527_c0_g1	Pele_DN152496_c1_g1
Amar_DN67527_c0_g1	Pele_DN152496_c1_g1
Amar_DN67550_c0_g1	Pdum_DN261236_c0_g1
Amar_DN67582_c0_g1	Pele_DN134835_c0_g1
Amar_DN67583_c0_g1	Pdum_DN892_c0_g1
Amar_DN67583_c0_g1	Pdum_DN892_c0_g1
Amar_DN67583_c0_g1	Pdum_DN892_c0_g1
Amar_DN67583_c0_g1	Pdum_DN892_c0_g1
Amar_DN67583_c0_g1	Pdum_DN892_c0_g1
Amar_DN6760_c0_g2	Pele_DN160593_c3_g1
Amar_DN6760_c0_g2	Pele_DN160593_c3_g1
Amar_DN6760_c0_g2	Pele_DN160593_c3_g1
Amar_DN67631_c0_g1	Pele_DN147926_c4_g2
Amar_DN67631_c0_g1	Pele_DN147926_c4_g2
Amar_DN67652_c0_g1	Pele_DN145978_c0_g3
Amar_DN67688_c0_g1	Pdum_DN928_c0_g1
Amar_DN67735_c0_g1	Pele_DN139390_c4_g3
Amar_DN67747_c0_g1	Pdum_DN2143_c1_g1
Amar_DN67775_c0_g1	Pele_DN133743_c0_g21
Amar_DN67782_c0_g1	Pele_DN184479_c0_g1
Amar_DN67786_c0_g1	Pdum_DN741_c0_g2
Amar_DN67804_c0_g1	Pele_DN138137_c0_g1
Amar_DN67823_c0_g1	Pele_DN160489_c6_g1
Amar_DN67872_c0_g1	Pele_DN156547_c2_g1
Amar_DN67942_c0_g1	Pdum_DN27185_c0_g1
Amar_DN67950_c0_g1	Pdum_DN10294_c0_g1
Amar_DN67995_c0_g1	Pdum_DN2196_c0_g2
Amar_DN68004_c0_g1	Pdum_DN28085_c0_g1
Amar_DN68016_c0_g1	Pdum_DN6357_c0_g1
Amar_DN68095_c0_g1	Pdum_DN3404_c0_g1
Amar_DN68104_c0_g1	Pele_DN147718_c0_g1
Amar_DN68112_c0_g1	Pele_DN125210_c0_g1
Amar_DN68126_c0_g1	Pele_DN151244_c0_g1
Amar_DN68249_c0_g1	Pdum_DN80870_c0_g1
Amar_DN68254_c0_g1	Pdum_DN1268_c0_g1
Amar_DN68254_c0_g1	Pdum_DN1268_c0_g1
Amar_DN68254_c0_g1	Pele_DN284600_c0_g1
Amar_DN68352_c0_g1	Pele_DN157794_c0_g8
Amar_DN68381_c0_g1	Pdum_DN862_c0_g1
Amar_DN68399_c0_g1	Pele_DN149178_c5_g1
Amar_DN68413_c0_g1	Pele_DN91113_c0_g2
Amar_DN68413_c0_g1	Pele_DN91113_c0_g2
Amar_DN68427_c0_g1	Pele_DN159376_c1_g3
Amar_DN68427_c0_g1	Pele_DN159376_c1_g3
Amar_DN68487_c0_g1	Pdum_DN3288_c0_g1
Amar_DN68487_c0_g1	Pdum_DN3288_c0_g1
Amar_DN68487_c0_g1	Pdum_DN3288_c0_g1
Amar_DN68487_c0_g1	Pdum_DN3288_c0_g1
Amar_DN68487_c0_g1	Pdum_DN3288_c0_g1
Amar_DN68551_c0_g1	Pele_DN151794_c0_g6
Amar_DN68555_c0_g1	Pdum_DN3531_c0_g1
Amar_DN68598_c0_g1	Pele_DN158296_c2_g1
Amar_DN6862_c0_g2	Pele_DN157624_c1_g7
Amar_DN68644_c0_g1	Pdum_DN194529_c0_g1
Amar_DN68644_c0_g1	Pele_DN157293_c1_g10
Amar_DN68644_c0_g1	Pele_DN157293_c1_g10
Amar_DN68702_c0_g1	Pdum_DN465_c0_g1
Amar_DN68777_c0_g1	Pdum_DN3500_c0_g1
Amar_DN68780_c0_g1	Pele_DN159261_c1_g9
Amar_DN68781_c0_g1	Pele_DN151434_c1_g2
Amar_DN68781_c0_g1	Pele_DN151434_c1_g2
Amar_DN68781_c0_g1	Pele_DN151434_c1_g2
Amar_DN68781_c0_g1	Pele_DN151434_c1_g2
Amar_DN68797_c0_g1	Pele_DN123813_c1_g2
Amar_DN68797_c0_g1	Pele_DN123813_c1_g2
Amar_DN68823_c0_g1	Pele_DN143400_c0_g3
Amar_DN68828_c0_g1	Pele_DN156275_c2_g2
Amar_DN68829_c0_g1	Pele_DN148189_c4_g1
Amar_DN68829_c0_g1	Pele_DN148189_c4_g1
Amar_DN68879_c0_g1	Pdum_DN3161_c0_g1
Amar_DN68914_c0_g1	Pdum_DN102992_c0_g1
Amar_DN68921_c0_g1	Pele_DN359636_c0_g1
Amar_DN68931_c0_g1	Pele_DN148915_c0_g1
Amar_DN68940_c0_g1	Pele_DN140210_c0_g1
Amar_DN68955_c0_g1	Pele_DN158941_c0_g3
Amar_DN68985_c0_g1	Pdum_DN8827_c0_g1
Amar_DN68985_c0_g1	Pdum_DN8827_c0_g1
Amar_DN68985_c0_g1	Pele_DN66292_c0_g1
Amar_DN69007_c0_g1	Pele_DN150211_c1_g4
Amar_DN69007_c0_g1	Pele_DN150211_c1_g4
Amar_DN69024_c0_g1	Pdum_DN191593_c0_g1
Amar_DN69024_c0_g1	Pele_DN157728_c1_g2
Amar_DN69026_c0_g1	Pele_DN157889_c0_g1
Amar_DN69028_c0_g1	Pdum_DN126_c0_g1
Amar_DN69028_c0_g1	Pdum_DN126_c0_g1
Amar_DN69028_c0_g1	Pdum_DN126_c0_g1
Amar_DN69031_c0_g1	Pdum_DN4256_c0_g1
Amar_DN69036_c0_g1	Pdum_DN6616_c1_g1
Amar_DN69036_c0_g1	Pele_DN88403_c0_g1
Amar_DN69048_c0_g1	Pdum_DN162_c0_g1
Amar_DN69064_c0_g1	Pele_DN321235_c0_g1
Amar_DN69088_c0_g1	Pele_DN142848_c0_g2
Amar_DN69113_c0_g1	Pele_DN155508_c2_g1
Amar_DN69121_c0_g1	Pdum_DN4565_c0_g1
Amar_DN69121_c0_g1	Pdum_DN4565_c0_g1
Amar_DN69121_c0_g1	Pdum_DN4565_c0_g1
Amar_DN69121_c0_g1	Pdum_DN4565_c0_g1
Amar_DN69176_c0_g1	Pdum_DN4482_c0_g1
Amar_DN69178_c0_g1	Pdum_DN7410_c0_g1
Amar_DN69178_c0_g1	Pdum_DN7410_c0_g1
Amar_DN69185_c0_g1	Pdum_DN710_c0_g1
Amar_DN69185_c0_g1	Pdum_DN710_c0_g1
Amar_DN69185_c0_g1	Pdum_DN710_c0_g1
Amar_DN69191_c0_g1	Pele_DN154222_c2_g1
Amar_DN69191_c0_g1	Pele_DN154222_c2_g1
Amar_DN69237_c0_g1	Pele_DN139292_c6_g2
Amar_DN69266_c0_g1	Pdum_DN4256_c0_g1
Amar_DN69266_c0_g1	Pdum_DN4256_c0_g1
Amar_DN69266_c0_g1	Pdum_DN4256_c0_g1
Amar_DN69266_c0_g1	Pdum_DN4256_c0_g1
Amar_DN69266_c0_g1	Pdum_DN4256_c0_g1
Amar_DN6929_c0_g1	Pele_DN145972_c0_g4
Amar_DN6929_c0_g1	Pele_DN145972_c0_g4
Amar_DN6929_c0_g1	Pele_DN145972_c0_g4
Amar_DN6929_c0_g1	Pele_DN145972_c0_g4
Amar_DN69306_c0_g1	Pele_DN160225_c1_g4
Amar_DN69353_c0_g1	Pdum_DN234159_c0_g1
Amar_DN69353_c0_g1	Pele_DN150791_c2_g6
Amar_DN69360_c0_g1	Pele_DN152814_c1_g1
Amar_DN69360_c0_g1	Pele_DN152814_c1_g1
Amar_DN69365_c0_g1	Pele_DN151510_c3_g2
Amar_DN69365_c0_g1	Pele_DN151510_c3_g3
Amar_DN69437_c0_g1	Pele_DN153307_c1_g2
Amar_DN69438_c0_g1	Pdum_DN1268_c0_g1
Amar_DN69438_c0_g1	Pdum_DN1268_c0_g1
Amar_DN69469_c0_g1	Pele_DN288194_c0_g1
Amar_DN69471_c0_g1	Pdum_DN614_c1_g1
Amar_DN69483_c0_g1	Pdum_DN3149_c0_g1
Amar_DN69483_c0_g1	Pele_DN288293_c0_g1
Amar_DN69513_c0_g1	Pele_DN10702_c0_g1
Amar_DN69522_c0_g1	Pele_DN142725_c0_g2
Amar_DN69537_c0_g1	Pele_DN156149_c2_g5
Amar_DN69537_c0_g1	Pele_DN156149_c2_g5
Amar_DN69566_c0_g1	Pele_DN160541_c0_g1
Amar_DN69568_c0_g1	Pele_DN148261_c1_g3
Amar_DN69568_c0_g1	Pele_DN148261_c1_g4
Amar_DN69568_c0_g1	Pele_DN148261_c1_g4
Amar_DN69596_c0_g1	Pdum_DN24494_c0_g1
Amar_DN69599_c0_g1	Pele_DN150938_c0_g6
Amar_DN69658_c0_g1	Pele_DN326031_c0_g1
Amar_DN69682_c0_g1	Pdum_DN11877_c0_g1
Amar_DN69692_c0_g1	Pdum_DN1871_c0_g1
Amar_DN69692_c0_g1	Pdum_DN1871_c0_g1
Amar_DN69744_c0_g1	Pdum_DN255_c0_g1
Amar_DN69744_c0_g1	Pdum_DN255_c0_g1
Amar_DN69793_c0_g1	Pdum_DN6919_c0_g1
Amar_DN69854_c0_g1	Pele_DN132358_c0_g1
Amar_DN69884_c0_g1	Pele_DN154964_c1_g1
Amar_DN69904_c0_g1	Pdum_DN5185_c0_g1
Amar_DN69904_c0_g1	Pele_DN173227_c0_g1
Amar_DN69948_c0_g1	Pdum_DN164411_c0_g1
Amar_DN69948_c0_g1	Pele_DN147506_c5_g10
Amar_DN69960_c0_g1	Pele_DN122085_c0_g6
Amar_DN70023_c0_g1	Pele_DN180036_c0_g1
Amar_DN70037_c0_g1	Pele_DN41854_c0_g1
Amar_DN70038_c0_g1	Pele_DN146807_c2_g2
Amar_DN70078_c0_g1	Pele_DN136258_c0_g1
Amar_DN70084_c0_g1	Pele_DN160298_c1_g1
Amar_DN70089_c0_g1	Pele_DN140756_c0_g13
Amar_DN70146_c0_g1	Pele_DN152333_c0_g6
Amar_DN70163_c0_g1	Pele_DN133357_c0_g1
Amar_DN70199_c0_g1	Pdum_DN174787_c0_g1
Amar_DN70230_c0_g1	Pdum_DN219870_c0_g1
Amar_DN70262_c0_g1	Pdum_DN3616_c0_g1
Amar_DN70286_c0_g1	Pele_DN152024_c1_g2
Amar_DN70312_c0_g1	Pele_DN157946_c1_g10
Amar_DN70336_c0_g1	Pele_DN24751_c0_g1
Amar_DN70347_c0_g1	Pele_DN363556_c0_g1
Amar_DN70362_c0_g1	Pdum_DN452_c0_g1
Amar_DN70362_c0_g1	Pdum_DN452_c0_g1
Amar_DN70362_c0_g1	Pdum_DN452_c0_g1
Amar_DN70362_c0_g1	Pdum_DN452_c0_g1
Amar_DN70362_c0_g1	Pdum_DN452_c0_g1
Amar_DN70438_c0_g1	Pele_DN160506_c2_g11
Amar_DN70468_c0_g1	Pdum_DN266767_c0_g1
Amar_DN70505_c0_g1	Pele_DN141810_c0_g1
Amar_DN70550_c0_g1	Pdum_DN196384_c0_g1
Amar_DN70550_c0_g1	Pele_DN144679_c0_g1
Amar_DN70551_c0_g1	Pdum_DN3768_c0_g1
Amar_DN70551_c0_g1	Pdum_DN3768_c0_g1
Amar_DN70576_c0_g1	Pele_DN160068_c3_g1
Amar_DN70642_c0_g1	Pele_DN139739_c0_g3
Amar_DN70645_c0_g1	Pdum_DN5101_c0_g1
Amar_DN70662_c0_g1	Pdum_DN176_c0_g1
Amar_DN70676_c0_g1	Pdum_DN20215_c0_g1
Amar_DN70676_c0_g1	Pele_DN206558_c0_g1
Amar_DN7068_c0_g1	Pdum_DN266250_c0_g1
Amar_DN70708_c0_g1	Pele_DN157842_c0_g1
Amar_DN7071_c0_g2	Pdum_DN13937_c0_g1
Amar_DN7071_c0_g2	Pdum_DN13937_c0_g1
Amar_DN70726_c0_g1	Pele_DN82231_c0_g1
Amar_DN70751_c0_g1	Pele_DN147505_c0_g5
Amar_DN70765_c0_g1	Pele_DN158702_c0_g1
Amar_DN70787_c0_g1	Pele_DN146337_c0_g3
Amar_DN70794_c0_g1	Pele_DN160557_c4_g3
Amar_DN70825_c0_g1	Pele_DN154521_c1_g1
Amar_DN70845_c0_g1	Pdum_DN140_c0_g1
Amar_DN70845_c0_g1	Pdum_DN140_c0_g1
Amar_DN70878_c0_g1	Pele_DN160569_c1_g2
Amar_DN70916_c0_g1	Pele_DN150432_c1_g2
Amar_DN70933_c0_g1	Pele_DN159380_c0_g2
Amar_DN70993_c0_g1	Pdum_DN3391_c0_g1
Amar_DN71059_c0_g1	Pele_DN145225_c0_g1
Amar_DN7113_c0_g1	Pdum_DN5917_c0_g1
Amar_DN7113_c0_g1	Pdum_DN5917_c0_g1
Amar_DN7113_c0_g1	Pdum_DN5917_c0_g1
Amar_DN7113_c0_g1	Pdum_DN5917_c0_g1
Amar_DN71158_c0_g1	Pdum_DN5026_c0_g1
Amar_DN71158_c0_g1	Pdum_DN5026_c0_g1
Amar_DN71184_c0_g1	Pele_DN299854_c0_g1
Amar_DN71185_c0_g1	Pele_DN330273_c0_g1
Amar_DN71195_c0_g1	Pele_DN153165_c1_g6
Amar_DN71204_c0_g1	Pele_DN147454_c4_g1
Amar_DN71254_c0_g1	Pele_DN156301_c2_g4
Amar_DN71267_c0_g1	Pele_DN150827_c1_g1
Amar_DN71267_c0_g1	Pele_DN150827_c1_g1
Amar_DN71283_c0_g1	Pele_DN150033_c2_g3
Amar_DN71314_c0_g1	Pele_DN146069_c1_g1
Amar_DN71318_c0_g1	Pele_DN154964_c1_g1
Amar_DN71347_c0_g1	Pdum_DN14124_c0_g1
Amar_DN71361_c0_g1	Pele_DN177169_c0_g1
Amar_DN71415_c0_g1	Pdum_DN6028_c0_g1
Amar_DN71479_c0_g1	Pdum_DN268618_c0_g1
Amar_DN71501_c0_g1	Pele_DN149613_c0_g1
Amar_DN71549_c0_g1	Pdum_DN55938_c0_g1
Amar_DN71563_c0_g1	Pele_DN152282_c5_g4
Amar_DN71563_c0_g1	Pele_DN152282_c5_g4
Amar_DN71563_c0_g1	Pele_DN152282_c5_g4
Amar_DN71563_c0_g1	Pele_DN152282_c5_g4
Amar_DN71571_c0_g1	Pdum_DN9199_c0_g1
Amar_DN71636_c0_g1	Pele_DN157124_c0_g3
Amar_DN71676_c0_g1	Pdum_DN1643_c0_g1
Amar_DN71676_c0_g1	Pdum_DN1643_c0_g1
Amar_DN71718_c0_g1	Pdum_DN18825_c0_g1
Amar_DN71718_c0_g1	Pdum_DN18825_c0_g1
Amar_DN71743_c0_g1	Pele_DN151612_c0_g2
Amar_DN71743_c0_g1	Pele_DN151612_c0_g2
Amar_DN71743_c0_g1	Pele_DN151612_c0_g2
Amar_DN71769_c0_g1	Pele_DN142223_c0_g1
Amar_DN71782_c0_g1	Pdum_DN627_c0_g1
Amar_DN71829_c0_g1	Pele_DN160194_c3_g1
Amar_DN71852_c0_g1	Pdum_DN177892_c0_g1
Amar_DN71852_c0_g1	Pele_DN333954_c0_g1
Amar_DN71908_c0_g1	Pdum_DN4145_c0_g1
Amar_DN71946_c0_g1	Pele_DN130685_c0_g2
Amar_DN71946_c0_g1	Pele_DN130685_c0_g2
Amar_DN71946_c0_g1	Pele_DN130685_c0_g2
Amar_DN71946_c0_g1	Pele_DN130685_c0_g2
Amar_DN71946_c0_g1	Pele_DN130685_c0_g2
Amar_DN71946_c0_g1	Pele_DN130685_c0_g2
Amar_DN71954_c0_g1	Pele_DN156301_c2_g5
Amar_DN71973_c0_g1	Pdum_DN164091_c0_g1
Amar_DN72022_c0_g1	Pele_DN158018_c0_g5
Amar_DN72022_c0_g1	Pele_DN158018_c0_g5
Amar_DN72040_c0_g1	Pele_DN160298_c1_g1
Amar_DN72042_c0_g1	Pdum_DN9965_c0_g1
Amar_DN72050_c0_g1	Pele_DN153007_c0_g5
Amar_DN72050_c0_g1	Pele_DN153007_c0_g5
Amar_DN72050_c0_g1	Pele_DN153007_c0_g5
Amar_DN721_c0_g1	Pele_DN159498_c1_g9
Amar_DN72100_c0_g1	Pele_DN142572_c2_g1
Amar_DN72100_c0_g1	Pele_DN142572_c2_g1
Amar_DN72101_c0_g1	Pele_DN140872_c3_g1
Amar_DN72119_c0_g1	Pele_DN157728_c1_g2
Amar_DN72159_c0_g1	Pdum_DN718_c1_g1
Amar_DN72174_c0_g1	Pdum_DN8672_c0_g1
Amar_DN72174_c0_g1	Pele_DN349882_c0_g1
Amar_DN72184_c0_g1	Pdum_DN1457_c0_g1
Amar_DN72184_c0_g1	Pdum_DN1457_c0_g1
Amar_DN72211_c0_g1	Pdum_DN652_c1_g1
Amar_DN7233_c0_g1	Pdum_DN5185_c0_g1
Amar_DN7233_c0_g1	Pele_DN220137_c0_g1
Amar_DN72335_c0_g1	Pele_DN150244_c0_g9
Amar_DN72376_c0_g1	Pdum_DN422_c0_g2
Amar_DN72376_c0_g1	Pdum_DN422_c0_g2
Amar_DN72400_c0_g1	Pele_DN259555_c0_g1
Amar_DN72425_c0_g1	Pele_DN149922_c0_g2
Amar_DN72447_c0_g1	Pele_DN160214_c0_g1
Amar_DN72447_c0_g1	Pele_DN160214_c0_g1
Amar_DN72484_c0_g1	Pdum_DN5492_c0_g1
Amar_DN72516_c0_g1	Pele_DN154793_c0_g1
Amar_DN72520_c0_g1	Pdum_DN37010_c0_g1
Amar_DN72520_c0_g1	Pele_DN222618_c0_g1
Amar_DN72545_c0_g1	Pele_DN247619_c0_g1
Amar_DN72582_c0_g1	Pele_DN139774_c0_g1
Amar_DN72599_c0_g1	Pdum_DN56853_c0_g1
Amar_DN72604_c0_g1	Pdum_DN1409_c0_g1
Amar_DN72659_c0_g1	Pdum_DN1473_c0_g1
Amar_DN7269_c0_g1	Pdum_DN2390_c0_g1
Amar_DN7269_c0_g1	Pele_DN70529_c0_g1
Amar_DN72713_c0_g1	Pele_DN108841_c0_g1
Amar_DN72713_c0_g1	Pele_DN108841_c0_g1
Amar_DN72717_c0_g1	Pdum_DN203498_c0_g1
Amar_DN72717_c0_g1	Pele_DN153707_c0_g1
Amar_DN72717_c0_g1	Pele_DN153707_c0_g1
Amar_DN72729_c0_g1	Pdum_DN2457_c0_g1
Amar_DN72729_c0_g1	Pdum_DN2457_c0_g1
Amar_DN72742_c0_g1	Pdum_DN77767_c0_g1
Amar_DN72742_c0_g1	Pele_DN155924_c0_g11
Amar_DN72742_c0_g1	Pele_DN155924_c0_g11
Amar_DN72742_c0_g1	Pele_DN155924_c0_g11
Amar_DN72756_c0_g1	Pdum_DN254_c1_g1
Amar_DN72768_c0_g1	Pele_DN153222_c5_g2
Amar_DN72769_c0_g1	Pele_DN145174_c0_g1
Amar_DN72769_c0_g1	Pele_DN145174_c0_g1
Amar_DN72769_c0_g1	Pele_DN145174_c0_g1
Amar_DN72807_c0_g1	Pdum_DN1381_c0_g1
Amar_DN72807_c0_g1	Pdum_DN1381_c0_g1
Amar_DN72834_c0_g1	Pdum_DN6063_c0_g1
Amar_DN72834_c0_g1	Pdum_DN6063_c0_g1
Amar_DN72834_c0_g1	Pdum_DN6063_c0_g1
Amar_DN72834_c0_g1	Pele_DN334811_c0_g1
Amar_DN72858_c0_g1	Pele_DN159246_c3_g8
Amar_DN72858_c0_g1	Pele_DN159246_c3_g9
Amar_DN72871_c0_g1	Pele_DN141458_c0_g1
Amar_DN72876_c0_g1	Pdum_DN123735_c0_g1
Amar_DN72889_c0_g1	Pdum_DN7858_c0_g1
Amar_DN72894_c0_g1	Pdum_DN19224_c0_g1
Amar_DN72896_c0_g1	Pele_DN154056_c2_g1
Amar_DN7290_c0_g1	Pdum_DN1581_c0_g1
Amar_DN72946_c0_g1	Pele_DN151219_c0_g3
Amar_DN72951_c0_g1	Pele_DN156879_c0_g15
Amar_DN72951_c0_g1	Pele_DN156879_c0_g15
Amar_DN72957_c0_g1	Pdum_DN179817_c0_g1
Amar_DN72959_c0_g1	Pele_DN158333_c2_g1
Amar_DN72960_c0_g1	Pele_DN142013_c1_g2
Amar_DN72960_c0_g1	Pele_DN142013_c1_g2
Amar_DN73027_c0_g1	Pdum_DN4529_c0_g1
Amar_DN73030_c0_g1	Pele_DN149575_c2_g3
Amar_DN73035_c0_g1	Pdum_DN1606_c1_g1
Amar_DN73046_c0_g1	Pele_DN157567_c3_g4
Amar_DN73064_c0_g1	Pdum_DN8399_c0_g1
Amar_DN73064_c0_g1	Pdum_DN8399_c0_g1
Amar_DN73064_c0_g1	Pdum_DN8399_c0_g1
Amar_DN73064_c0_g1	Pdum_DN8399_c0_g1
Amar_DN73064_c0_g1	Pdum_DN8399_c0_g1
Amar_DN73065_c0_g1	Pdum_DN156951_c0_g1
Amar_DN73065_c0_g1	Pele_DN151375_c3_g1
Amar_DN73075_c0_g1	Pele_DN138639_c0_g3
Amar_DN73118_c0_g1	Pele_DN160707_c2_g2
Amar_DN73122_c0_g1	Pdum_DN2221_c3_g1
Amar_DN73124_c0_g1	Pdum_DN2735_c0_g1
Amar_DN73124_c0_g1	Pdum_DN2735_c0_g1
